Tilda UID,Brand,SKU,Category,Title,Description,Text,Photo,Quantity,Price,Price Old,Editions,Modifications,External ID,Parent UID,SEO title,SEO descr,FB title,FB descr
127930973177,,450/24303,Тормозная система,Направляющий палец тормозного поршня JCB 450/24303,"Направляющий палец тормозного поршня для экскаваторов-погрузчиков JCB 3CX, 4CX ",Направляющий палец тормозного поршня - важная  деталь тормозной системы заднего моста для моделей погрузчиков JCB. Удерживает суппорт на поворотном кулаке. Оригинальное название: Pin headed backoff.,https://static.tildacdn.com/tild6239-6138-4262-a263-366165333939/2.png,,990.0000,,,,127930973177,,Направляющий палец тормозного поршня JCB 450/24303,Направляющий палец тормозного поршня - важная  деталь тормозной системы заднего моста для моделей погрузчиков JCB. Удерживает суппорт на поворотном кулаке. Оригинальное название: Pin headed backoff.,Направляющий палец тормозного поршня JCB 450/24303,Направляющий палец тормозного поршня - важная  деталь тормозной системы заднего моста для моделей погрузчиков JCB. Удерживает суппорт на поворотном кулаке. Оригинальное название: Pin headed backoff.
882095518803,,910/60203,Тормозная система,Трос стояночного ручного тормоза JCB 910/60203,"Трос стояночного ручного тормоза JCB. Для модели 3CX, 4CX.","Трос ручного тормоза JCB.  Для экскаваторов-погрузчиков моделей 3CX, 4CX. Трос ручника отвечает за сробатывание тормозов во время остановки и стоянки техники, приводится в действие оператором из кабины поднятием рычага, который натягивает стояночный трос и приводит к блокировке тормозных колодок. Трос изготовлен из высокопрочных материалов, износоустойчив.
Оригинальное название: Cable parkbrake
Артикул: 910/60203, 910/M1244.",https://static.tildacdn.com/tild3165-6464-4963-b530-613264376364/3.png,,2760.0000,,,,882095518803,,Трос стояночного ручного тормоза JCB 910/60203,"Трос ручного тормоза JCB.  Для экскаваторов-погрузчиков моделей 3CX, 4CX. Трос ручника отвечает за сробатывание тормозов во время остановки и стоянки техники, приводится в действие оператором из кабины поднятием рычага, который натягивает стояночный трос и приводит к блокировке тормозных колодок. Трос изготовлен из высокопрочных материалов, износоустойчив.
Оригинальное название: Cable parkbrake
Артикул: 910/60203, 910/M1244.",Трос стояночного ручного тормоза JCB 910/60203,"Трос ручного тормоза JCB.  Для экскаваторов-погрузчиков моделей 3CX, 4CX. Трос ручника отвечает за сробатывание тормозов во время остановки и стоянки техники, приводится в действие оператором из кабины поднятием рычага, который натягивает стояночный трос и приводит к блокировке тормозных колодок. Трос изготовлен из высокопрочных материалов, износоустойчив.
Оригинальное название: Cable parkbrake
Артикул: 910/60203, 910/M1244."
233138111982,,458/20693,Тормозная система,Диск стояночного тормоза JCB 458/20693,"Диск стояночного тормоза для экскаваторов-погрузчиков JCB 3CX, 4CX","Диск стояночного тормоза JCB 3CX, 4CX. Артикул: 458/20693. Устанавливается на задний мост со стороны КПП. Эта запчасть используется как основной механизм в тормозной системе трансмиссионного тормоза. Особенностью такой конструкции является то, что происходит воздействие на трансмиссию, а не на колеса. Она используется в большинстве случаев, в отличие вариантов с электронным приводом или барабанных.",https://static.tildacdn.com/tild6539-3131-4265-b361-326437306432/4.png,,12590.0000,,,,233138111982,,Диск стояночного тормоза JCB 458/20693,"Диск стояночного тормоза JCB 3CX, 4CX. Артикул: 458/20693. Устанавливается на задний мост со стороны КПП. Эта запчасть используется как основной механизм в тормозной системе трансмиссионного тормоза. Особенностью такой конструкции является то, что происходит воздействие на трансмиссию, а не на колеса. Она используется в большинстве случаев, в отличие вариантов с электронным приводом или барабанных.",Диск стояночного тормоза JCB 458/20693,"Диск стояночного тормоза JCB 3CX, 4CX. Артикул: 458/20693. Устанавливается на задний мост со стороны КПП. Эта запчасть используется как основной механизм в тормозной системе трансмиссионного тормоза. Особенностью такой конструкции является то, что происходит воздействие на трансмиссию, а не на колеса. Она используется в большинстве случаев, в отличие вариантов с электронным приводом или барабанных."
668302502127,,265/00989,Тормозная система,Крышка бачка тормозной жидкости JCB 265/00989,"Крышка бачка тормозной жидкости экскаватора-погрузчика JCB 3CX, 4CX","Крышка тормозного бачка для JCB 3CX, JCB 4CX. Защищает бочок от попадания туда иногодных объектов и пыли. ",https://static.tildacdn.com/tild3862-6235-4031-b536-363535633238/5.png,,390.0000,,,,668302502127,,Крышка бачка тормозной жидкости JCB 265/00989,"Крышка тормозного бачка для JCB 3CX, JCB 4CX. Защищает бочок от попадания туда иногодных объектов и пыли. ",Крышка бачка тормозной жидкости JCB 265/00989,"Крышка тормозного бачка для JCB 3CX, JCB 4CX. Защищает бочок от попадания туда иногодных объектов и пыли. "
789507364398,,813/50012,Тормозная система,Уплотнение тормозного суппорта JCB 813/50012,"Уплотнение тормозного суппорта экскаватора-погрузчика JCB 3CX, 4CX","Уплотнение тормозного суппорта экскаватора-погрузчика JCB 3CX, 4CX. Используется для герметизации и гидроизоляции. Данное изделие имеет особую конструктивную  форму и является немаловажной деталью. Такие запасные части защищают от попадания жидкостей, пыли и грязи, воздуха, посторонних предметов. Также они защищают тормозные суппорта от преждевременного износа.",https://static.tildacdn.com/tild3163-3165-4637-a262-653161633930/6.png,,2390.0000,,,,789507364398,,Уплотнение тормозного суппорта JCB 813/50012,"Уплотнение тормозного суппорта экскаватора-погрузчика JCB 3CX, 4CX. Используется для герметизации и гидроизоляции. Данное изделие имеет особую конструктивную  форму и является немаловажной деталью. Такие запасные части защищают от попадания жидкостей, пыли и грязи, воздуха, посторонних предметов. Также они защищают тормозные суппорта от преждевременного износа.",Уплотнение тормозного суппорта JCB 813/50012,"Уплотнение тормозного суппорта экскаватора-погрузчика JCB 3CX, 4CX. Используется для герметизации и гидроизоляции. Данное изделие имеет особую конструктивную  форму и является немаловажной деталью. Такие запасные части защищают от попадания жидкостей, пыли и грязи, воздуха, посторонних предметов. Также они защищают тормозные суппорта от преждевременного износа."
639262860462,,813/50026,Тормозная система,Уплотнение тормозного поршня (большое) JCB 813/50026,"Уплотнение тормозного поршня (большое) для экскаваторов-погрузчиков JCB 3CX, 4CX","Уплотнение тормозного поршня большое JCB 3CX, 4CX. Артикул: 813/50026. Данный элемент, изготовленный из прочного, качественного и стойкого к износу материала. Деталь применяется для герметизации тормозного поршня. Он защищает от влаги, грязи и пыли, а также от быстрого износа.",https://static.tildacdn.com/tild6539-6561-4839-b937-653739626462/8.png,,340.0000,,,,639262860462,,Уплотнение тормозного поршня (большое) JCB 813/50026,"Уплотнение тормозного поршня большое JCB 3CX, 4CX. Артикул: 813/50026. Данный элемент, изготовленный из прочного, качественного и стойкого к износу материала. Деталь применяется для герметизации тормозного поршня. Он защищает от влаги, грязи и пыли, а также от быстрого износа.",Уплотнение тормозного поршня (большое) JCB 813/50026,"Уплотнение тормозного поршня большое JCB 3CX, 4CX. Артикул: 813/50026. Данный элемент, изготовленный из прочного, качественного и стойкого к износу материала. Деталь применяется для герметизации тормозного поршня. Он защищает от влаги, грязи и пыли, а также от быстрого износа."
823481188163,,649/31004,Тормозная система,Тормозной шланг 900мм JCB 649/31004,"Тормозной шланг 900мм для экскаваторов-погрузчиков JCB 3CX, 4CX","Тормозной шланг 900 мм JCB 3CX, 4CX. Артикул: 649/31004. Это кусок шланга из политетрафторэтилена и стальной оплетки. Иногда он дополняется пластиковой защитной трубкой. Подобные детали для техники используются для обеспечения тормозной системы полной герметичностью, они не пропускают влагу и воздух туда, где они могут принести вред технику.",https://static.tildacdn.com/tild3535-6534-4537-b961-383865346433/9.png,,2290.0000,,,,823481188163,,Тормозной шланг 900мм JCB 649/31004,"Тормозной шланг 900 мм JCB 3CX, 4CX. Артикул: 649/31004. Это кусок шланга из политетрафторэтилена и стальной оплетки. Иногда он дополняется пластиковой защитной трубкой. Подобные детали для техники используются для обеспечения тормозной системы полной герметичностью, они не пропускают влагу и воздух туда, где они могут принести вред технику.",Тормозной шланг 900мм JCB 649/31004,"Тормозной шланг 900 мм JCB 3CX, 4CX. Артикул: 649/31004. Это кусок шланга из политетрафторэтилена и стальной оплетки. Иногда он дополняется пластиковой защитной трубкой. Подобные детали для техники используются для обеспечения тормозной системы полной герметичностью, они не пропускают влагу и воздух туда, где они могут принести вред технику."
731612307573,,910/60207,Тормозная система,Трос ручного тормоза JCB 910/60207,"Трос ручного тормоза для экскаваторов-погрузчиков JCB 3CX, 4CX","Трос ручного тормоза (н.м.) для JCB 3CX, 4CX. Артикул: 910/60207. Он является важным элементом погрузчика и представлен в новой модели. Он находится под капотом и выполняет основную роль в процессе торможения. Если  деталь неисправна, эксплуатация транспортного средства полностью запрещена, так как небезопасна для оператора и окружающих людей.",https://static.tildacdn.com/tild3438-3262-4264-a462-613837333130/10.png,,3190.0000,,,,731612307573,,Трос ручного тормоза JCB 910/60207,"Трос ручного тормоза (н.м.) для JCB 3CX, 4CX. Артикул: 910/60207. Он является важным элементом погрузчика и представлен в новой модели. Он находится под капотом и выполняет основную роль в процессе торможения. Если  деталь неисправна, эксплуатация транспортного средства полностью запрещена, так как небезопасна для оператора и окружающих людей.",Трос ручного тормоза JCB 910/60207,"Трос ручного тормоза (н.м.) для JCB 3CX, 4CX. Артикул: 910/60207. Он является важным элементом погрузчика и представлен в новой модели. Он находится под капотом и выполняет основную роль в процессе торможения. Если  деталь неисправна, эксплуатация транспортного средства полностью запрещена, так как небезопасна для оператора и окружающих людей."
697050845482,,649/51320,Тормозная система,Тормозной шланг 760мм правый JCB 649/51320,"Тормозной шланг 760мм правый для экскаваторов-погрузчиков JCB 3CX, 4CX","Представляется тормозной шланг 760 мм правый  для экскаваторов-погрузчиков JCB 3CX, 4CX. Артикул: 649/51320. Он исполнен из политетрафторэтилена и стальной оплетки, иногда дополняется пластиковой защитной трубкой. Деталь выполняет несколько функций: обеспечение долговечности, надежности и герметичности системы, защита от влаги и воздуха.",https://static.tildacdn.com/tild3964-3738-4539-a264-623536336331/1.png,,1720.0000,,,,697050845482,,Тормозной шланг 760мм правый JCB 649/51320,"Представляется тормозной шланг 760 мм правый  для экскаваторов-погрузчиков JCB 3CX, 4CX. Артикул: 649/51320. Он исполнен из политетрафторэтилена и стальной оплетки, иногда дополняется пластиковой защитной трубкой. Деталь выполняет несколько функций: обеспечение долговечности, надежности и герметичности системы, защита от влаги и воздуха.",Тормозной шланг 760мм правый JCB 649/51320,"Представляется тормозной шланг 760 мм правый  для экскаваторов-погрузчиков JCB 3CX, 4CX. Артикул: 649/51320. Он исполнен из политетрафторэтилена и стальной оплетки, иногда дополняется пластиковой защитной трубкой. Деталь выполняет несколько функций: обеспечение долговечности, надежности и герметичности системы, защита от влаги и воздуха."
705168740556,,649/51240,Тормозная система,Тормозной шланг 580мм левый JCB 649/51240,"Тормозной шланг 580мм левый для экскаваторов-погрузчиков JCB 3CX, 4CX","Представляется вашему вниманию тормозной шланг 580 мм левый для экскаваторов погрузчиков JCB 3CX, 4CX. Артикул: 649/51240. Он обладает  долговечностью службы, высокой прочностью материалов и стойкостью к преждевременному износу. Изделие не подвержено воздействия агрессивных сред и механических повреждений, не трескается и не высыхает. Такие детали JCB защищают вашу технику и в частности тормозную систему от преждевременного износа и попадания влаги и воздуха и  иных предметов извне.",https://static.tildacdn.com/tild3833-6162-4339-b866-323263336635/2.png,,1950.0000,,,,705168740556,,Тормозной шланг 580мм левый JCB 649/51240,"Представляется вашему вниманию тормозной шланг 580 мм левый для экскаваторов погрузчиков JCB 3CX, 4CX. Артикул: 649/51240. Он обладает  долговечностью службы, высокой прочностью материалов и стойкостью к преждевременному износу. Изделие не подвержено воздействия агрессивных сред и механических повреждений, не трескается и не высыхает. Такие детали JCB защищают вашу технику и в частности тормозную систему от преждевременного износа и попадания влаги и воздуха и  иных предметов извне.",Тормозной шланг 580мм левый JCB 649/51240,"Представляется вашему вниманию тормозной шланг 580 мм левый для экскаваторов погрузчиков JCB 3CX, 4CX. Артикул: 649/51240. Он обладает  долговечностью службы, высокой прочностью материалов и стойкостью к преждевременному износу. Изделие не подвержено воздействия агрессивных сред и механических повреждений, не трескается и не высыхает. Такие детали JCB защищают вашу технику и в частности тормозную систему от преждевременного износа и попадания влаги и воздуха и  иных предметов извне."
